Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2021Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,1,NA,62,936,15.09677419,NA,43,715,16.62790698,NA,2021,Q4,NA
2022Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,1,NA,59,1029,17.44067797,NA,47,826,17.57446809,NA,2022,Q1,NA
2022Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,1,NA,76,1114,14.65789474,NA,56,877,15.66071429,NA,2022,Q2,NA
2022Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,1,NA,103,1598,15.51456311,NA,77,1002,13.01298701,NA,2022,Q3,NA
2022Q4,p,S27000001,NA,S27000001,d,Elective Inpatients,NA,1,NA,91,1143,12.56043956,NA,65,849,13.06153846,NA,2022,Q4,NA
2017Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,167,1549,9.275449102,NA,146,1226,8.397260274,NA,2017,Q4,NA
2018Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,213,1386,6.507042254,NA,193,1071,5.549222798,NA,2018,Q1,NA
2018Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,135,1191,8.822222222,NA,120,959,7.991666667,NA,2018,Q2,NA
2018Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,142,1731,12.19014085,NA,117,1095,9.358974359,NA,2018,Q3,NA
2018Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,151,926,6.132450331,NA,138,739,5.355072464,NA,2018,Q4,NA
2019Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,230,1020,4.434782609,NA,210,842,4.00952381,NA,2019,Q1,NA
2019Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,181,1174,6.486187845,NA,154,889,5.772727273,NA,2019,Q2,NA
2019Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,159,1017,6.396226415,NA,141,750,5.319148936,NA,2019,Q3,NA
2019Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,134,851,6.350746269,NA,110,508,4.618181818,NA,2019,Q4,NA
2020Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,128,970,7.578125,NA,108,685,6.342592593,NA,2020,Q1,NA
2020Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,160,903,5.64375,NA,146,559,3.828767123,NA,2020,Q2,NA
2020Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,163,909,5.576687117,NA,151,732,4.847682119,NA,2020,Q3,NA
2020Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,57,532,9.333333333,NA,45,324,7.2,NA,2020,Q4,NA
2021Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,118,677,5.737288136,NA,111,534,4.810810811,NA,2021,Q1,NA
2021Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,85,917,10.78823529,NA,73,542,7.424657534,NA,2021,Q2,NA
2021Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,89,997,11.20224719,NA,67,446,6.656716418,NA,2021,Q3,NA
2021Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,50,786,15.72,NA,36,383,10.63888889,NA,2021,Q4,NA
2022Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,68,453,6.661764706,NA,62,393,6.338709677,NA,2022,Q1,NA
2022Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,48,472,9.833333333,NA,41,295,7.195121951,NA,2022,Q2,NA
2022Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,86,822,9.558139535,NA,64,578,9.03125,NA,2022,Q3,NA
2022Q4,p,S27000001,NA,S27000001,d,Elective Inpatients,NA,2,NA,65,630,9.692307692,NA,49,288,5.87755102,NA,2022,Q4,NA
2017Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,132,1011,7.659090909,NA,115,786,6.834782609,NA,2017,Q4,NA
2018Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,166,1177,7.090361446,NA,155,801,5.167741935,NA,2018,Q1,NA
2018Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,115,825,7.173913043,NA,104,697,6.701923077,NA,2018,Q2,NA
2018Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,103,772,7.495145631,NA,90,616,6.844444444,NA,2018,Q3,NA
2018Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,136,771,5.669117647,NA,116,554,4.775862069,NA,2018,Q4,NA
2019Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,188,1062,5.64893617,NA,171,659,3.85380117,NA,2019,Q1,NA
2019Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,147,777,5.285714286,NA,134,579,4.320895522,NA,2019,Q2,NA
2019Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,164,910,5.548780488,NA,146,691,4.732876712,NA,2019,Q3,NA
2019Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,114,909,7.973684211,NA,101,609,6.02970297,NA,2019,Q4,NA
2020Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,121,889,7.347107438,NA,112,708,6.321428571,NA,2020,Q1,NA
2020Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,144,819,5.6875,NA,136,719,5.286764706,NA,2020,Q2,NA
2020Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,149,1015,6.812080537,NA,139,895,6.438848921,NA,2020,Q3,NA
2020Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,52,891,17.13461538,NA,41,577,14.07317073,NA,2020,Q4,NA
2021Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,126,511,4.055555556,NA,118,307,2.601694915,NA,2021,Q1,NA
2021Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,62,513,8.274193548,NA,56,298,5.321428571,NA,2021,Q2,NA
2021Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,58,439,7.568965517,NA,49,231,4.714285714,NA,2021,Q3,NA
2021Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,56,988,17.64285714,NA,49,695,14.18367347,NA,2021,Q4,NA
2022Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,46,294,6.391304348,NA,41,151,3.682926829,NA,2022,Q1,NA
2022Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,53,555,10.47169811,NA,44,257,5.840909091,NA,2022,Q2,NA
2022Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,65,491,7.553846154,NA,56,272,4.857142857,NA,2022,Q3,NA
2022Q4,p,S27000001,NA,S27000001,d,Elective Inpatients,NA,3,NA,66,558,8.454545455,NA,56,376,6.714285714,NA,2022,Q4,NA
2017Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,126,1125,8.928571429,NA,107,937,8.757009346,NA,2017,Q4,NA
2018Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,138,905,6.557971014,NA,130,801,6.161538462,NA,2018,Q1,NA
2018Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,122,1321,10.82786885,NA,101,1057,10.46534653,NA,2018,Q2,NA
2018Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,99,750,7.575757576,NA,90,541,6.011111111,NA,2018,Q3,NA
2018Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,136,1207,8.875,NA,119,738,6.201680672,NA,2018,Q4,NA
2019Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,164,797,4.859756098,NA,144,676,4.694444444,NA,2019,Q1,NA
2019Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,136,820,6.029411765,NA,114,482,4.228070175,NA,2019,Q2,NA
2019Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,146,902,6.178082192,NA,123,658,5.349593496,NA,2019,Q3,NA
2019Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,113,802,7.097345133,NA,99,670,6.767676768,NA,2019,Q4,NA
2020Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,89,623,7,NA,75,471,6.28,NA,2020,Q1,NA
2020Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,182,554,3.043956044,NA,169,419,2.479289941,NA,2020,Q2,NA
2020Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,140,496,3.542857143,NA,128,248,1.9375,NA,2020,Q3,NA
2020Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,37,567,15.32432432,NA,25,432,17.28,NA,2020,Q4,NA
2021Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,141,599,4.24822695,NA,130,481,3.7,NA,2021,Q1,NA
2021Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,93,630,6.774193548,NA,78,575,7.371794872,NA,2021,Q2,NA
2021Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,71,572,8.056338028,NA,59,424,7.186440678,NA,2021,Q3,NA
2021Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,54,716,13.25925926,NA,44,507,11.52272727,NA,2021,Q4,NA
2022Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,67,759,11.32835821,NA,54,372,6.888888889,NA,2022,Q1,NA
2022Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,45,476,10.57777778,NA,37,324,8.756756757,NA,2022,Q2,NA
2022Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,51,346,6.784313725,NA,42,227,5.404761905,NA,2022,Q3,NA
2022Q4,p,S27000001,NA,S27000001,d,Elective Inpatients,NA,4,NA,51,640,12.54901961,NA,47,568,12.08510638,NA,2022,Q4,NA
2017Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,117,957,8.179487179,NA,102,750,7.352941176,NA,2017,Q4,NA
2018Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,134,972,7.253731343,NA,126,801,6.357142857,NA,2018,Q1,NA
2018Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,116,1114,9.603448276,NA,98,609,6.214285714,NA,2018,Q2,NA
2018Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,76,576,7.578947368,NA,65,466,7.169230769,NA,2018,Q3,NA
2018Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,101,613,6.069306931,NA,94,370,3.936170213,NA,2018,Q4,NA
2019Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,160,914,5.7125,NA,136,652,4.794117647,NA,2019,Q1,NA
2019Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,131,867,6.618320611,NA,116,641,5.525862069,NA,2019,Q2,NA
2019Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,136,1378,10.13235294,NA,114,1042,9.140350877,NA,2019,Q3,NA
2019Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,108,1126,10.42592593,NA,87,750,8.620689655,NA,2019,Q4,NA
2020Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,93,771,8.290322581,NA,71,348,4.901408451,NA,2020,Q1,NA
2020Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,183,731,3.994535519,NA,171,517,3.023391813,NA,2020,Q2,NA
2020Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,179,844,4.715083799,NA,165,625,3.787878788,NA,2020,Q3,NA
2020Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,60,635,10.58333333,NA,42,401,9.547619048,NA,2020,Q4,NA
2021Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,141,480,3.404255319,NA,131,345,2.633587786,NA,2021,Q1,NA
2021Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,88,437,4.965909091,NA,74,330,4.459459459,NA,2021,Q2,NA
2021Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,66,741,11.22727273,NA,53,341,6.433962264,NA,2021,Q3,NA
2021Q4,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,70,760,10.85714286,NA,51,473,9.274509804,NA,2021,Q4,NA
2022Q1,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,57,464,8.140350877,NA,45,224,4.977777778,NA,2022,Q1,NA
2022Q2,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,37,885,23.91891892,NA,28,711,25.39285714,NA,2022,Q2,NA
2022Q3,NA,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,55,724,13.16363636,NA,47,574,12.21276596,NA,2022,Q3,NA
2022Q4,p,S27000001,NA,S27000001,d,Elective Inpatients,NA,5,NA,54,540,10,NA,44,284,6.454545455,NA,2022,Q4,NA
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4383,7392,1.686516085,NA,4351,30878,7.096759366,NA,2017,Q4,NHS Ayrshire and Arran
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4350,7405,1.702298851,NA,4326,30084,6.954230236,NA,2018,Q1,NHS Ayrshire and Arran
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4147,7114,1.715456957,NA,4169,28337,6.797073639,NA,2018,Q2,NHS Ayrshire and Arran
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4214,7580,1.798766018,NA,4188,27956,6.675262655,NA,2018,Q3,NHS Ayrshire and Arran
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4332,7361,1.699215143,NA,4300,26613,6.189069767,NA,2018,Q4,NHS Ayrshire and Arran
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4348,7362,1.693192272,NA,4337,27301,6.294904312,NA,2019,Q1,NHS Ayrshire and Arran
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4454,8249,1.852043107,NA,4418,26327,5.959031236,NA,2019,Q2,NHS Ayrshire and Arran
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4350,7866,1.808275862,NA,4316,26787,6.206441149,NA,2019,Q3,NHS Ayrshire and Arran
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4175,7973,1.909700599,NA,4110,25449,6.191970803,NA,2019,Q4,NHS Ayrshire and Arran
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3732,7735,2.07261522,NA,3803,29264,7.694977649,NA,2020,Q1,NHS Ayrshire and Arran
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3190,4761,1.492476489,NA,3109,22103,7.109359923,NA,2020,Q2,NHS Ayrshire and Arran
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3933,6223,1.582252733,NA,3910,22745,5.81713555,NA,2020,Q3,NHS Ayrshire and Arran
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3623,7096,1.958597847,NA,3597,26068,7.247150403,NA,2020,Q4,NHS Ayrshire and Arran
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3362,7117,2.116894706,NA,3328,26195,7.87109375,NA,2021,Q1,NHS Ayrshire and Arran
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3958,6878,1.737746337,NA,3919,27394,6.990048482,NA,2021,Q2,NHS Ayrshire and Arran
2021Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3804,7710,2.02681388,NA,3768,25718,6.82537155,NA,2021,Q3,NHS Ayrshire and Arran
2021Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3530,8196,2.321813031,NA,3534,29796,8.431239389,NA,2021,Q4,NHS Ayrshire and Arran
2022Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3286,8146,2.479001826,NA,3250,26745,8.229230769,NA,2022,Q1,NHS Ayrshire and Arran
2022Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3272,8724,2.666259169,NA,3280,27984,8.531707317,NA,2022,Q2,NHS Ayrshire and Arran
2022Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3345,9470,2.831091181,NA,3317,27102,8.170636117,NA,2022,Q3,NHS Ayrshire and Arran
2022Q4,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3366,9874,2.933452169,NA,3327,28303,8.50706342,NA,2022,Q4,NHS Ayrshire and Arran
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2826,4802,1.699221515,NA,2772,20469,7.384199134,NA,2017,Q4,NHS Ayrshire and Arran
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2818,4967,1.762597587,NA,2792,21298,7.628223496,NA,2018,Q1,NHS Ayrshire and Arran
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2853,4825,1.691202243,NA,2857,22820,7.98739937,NA,2018,Q2,NHS Ayrshire and Arran
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2809,4505,1.603773585,NA,2794,19146,6.85254116,NA,2018,Q3,NHS Ayrshire and Arran
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2889,4839,1.674974039,NA,2875,18162,6.317217391,NA,2018,Q4,NHS Ayrshire and Arran
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2915,5923,2.031903945,NA,2900,20131,6.941724138,NA,2019,Q1,NHS Ayrshire and Arran
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2812,4739,1.685277383,NA,2759,17425,6.315694092,NA,2019,Q2,NHS Ayrshire and Arran
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2807,5167,1.840755255,NA,2804,19150,6.829529244,NA,2019,Q3,NHS Ayrshire and Arran
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2837,5072,1.787804018,NA,2833,20800,7.34204024,NA,2019,Q4,NHS Ayrshire and Arran
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2503,5147,2.056332401,NA,2538,19829,7.81284476,NA,2020,Q1,NHS Ayrshire and Arran
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2097,3612,1.722460658,NA,2058,15218,7.394557823,NA,2020,Q2,NHS Ayrshire and Arran
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2662,4497,1.68933133,NA,2647,16325,6.167359275,NA,2020,Q3,NHS Ayrshire and Arran
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2493,4820,1.933413558,NA,2462,18833,7.649471974,NA,2020,Q4,NHS Ayrshire and Arran
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2353,4656,1.978750531,NA,2311,18942,8.196451752,NA,2021,Q1,NHS Ayrshire and Arran
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2672,4322,1.61751497,NA,2670,18924,7.087640449,NA,2021,Q2,NHS Ayrshire and Arran
2021Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2710,5368,1.980811808,NA,2695,20204,7.496846011,NA,2021,Q3,NHS Ayrshire and Arran
2021Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2426,5582,2.300906843,NA,2421,20520,8.475836431,NA,2021,Q4,NHS Ayrshire and Arran
2022Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2290,6025,2.631004367,NA,2260,19395,8.581858407,NA,2022,Q1,NHS Ayrshire and Arran
2022Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2364,6177,2.612944162,NA,2350,21126,8.989787234,NA,2022,Q2,NHS Ayrshire and Arran
2022Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2269,6360,2.802996915,NA,2254,20725,9.194764862,NA,2022,Q3,NHS Ayrshire and Arran
2022Q4,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2305,6623,2.873318872,NA,2280,21684,9.510526316,NA,2022,Q4,NHS Ayrshire and Arran
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1911,3887,2.034013605,NA,1851,14695,7.938951918,NA,2017,Q4,NHS Ayrshire and Arran
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1839,3264,1.774877651,NA,1847,14359,7.774228479,NA,2018,Q1,NHS Ayrshire and Arran
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1767,2719,1.538766271,NA,1777,14393,8.099606078,NA,2018,Q2,NHS Ayrshire and Arran
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1788,2877,1.609060403,NA,1770,11613,6.561016949,NA,2018,Q3,NHS Ayrshire and Arran
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1936,3077,1.589359504,NA,1900,12523,6.591052632,NA,2018,Q4,NHS Ayrshire and Arran
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1981,3437,1.734982332,NA,1952,12978,6.648565574,NA,2019,Q1,NHS Ayrshire and Arran
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1962,3375,1.720183486,NA,1948,12518,6.426078029,NA,2019,Q2,NHS Ayrshire and Arran
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1911,3668,1.919413919,NA,1917,13612,7.100678143,NA,2019,Q3,NHS Ayrshire and Arran
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1794,3454,1.925306577,NA,1765,12314,6.976770538,NA,2019,Q4,NHS Ayrshire and Arran
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1623,3415,2.104128158,NA,1637,14322,8.748930971,NA,2020,Q1,NHS Ayrshire and Arran
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1410,2463,1.746808511,NA,1373,10131,7.378732702,NA,2020,Q2,NHS Ayrshire and Arran
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1870,3076,1.644919786,NA,1854,11928,6.433656958,NA,2020,Q3,NHS Ayrshire and Arran
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1674,3434,2.051373955,NA,1648,12487,7.577063107,NA,2020,Q4,NHS Ayrshire and Arran
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1502,3149,2.096537949,NA,1487,12621,8.487558843,NA,2021,Q1,NHS Ayrshire and Arran
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1747,3134,1.793932456,NA,1744,13277,7.612958716,NA,2021,Q2,NHS Ayrshire and Arran
2021Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1882,3556,1.889479277,NA,1830,12520,6.841530055,NA,2021,Q3,NHS Ayrshire and Arran
2021Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1765,3868,2.191501416,NA,1767,14630,8.279569892,NA,2021,Q4,NHS Ayrshire and Arran
2022Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1615,4640,2.873065015,NA,1590,14479,9.106289308,NA,2022,Q1,NHS Ayrshire and Arran
2022Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1629,4453,2.733578883,NA,1634,14992,9.1750306,NA,2022,Q2,NHS Ayrshire and Arran
2022Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1651,4674,2.831011508,NA,1639,13923,8.494813911,NA,2022,Q3,NHS Ayrshire and Arran
2022Q4,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1644,4496,2.734793187,NA,1633,14820,9.075321494,NA,2022,Q4,NHS Ayrshire and Arran
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1385,2306,1.664981949,NA,1348,9961,7.389465875,NA,2017,Q4,NHS Ayrshire and Arran
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1313,2396,1.824828637,NA,1316,9806,7.451367781,NA,2018,Q1,NHS Ayrshire and Arran
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1370,2592,1.891970803,NA,1354,9468,6.992614476,NA,2018,Q2,NHS Ayrshire and Arran
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1295,2417,1.866409266,NA,1273,9299,7.30479183,NA,2018,Q3,NHS Ayrshire and Arran
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1379,2425,1.758520667,NA,1359,10074,7.412803532,NA,2018,Q4,NHS Ayrshire and Arran
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1394,2515,1.804160689,NA,1376,8954,6.507267442,NA,2019,Q1,NHS Ayrshire and Arran
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1329,2407,1.811136193,NA,1335,9531,7.139325843,NA,2019,Q2,NHS Ayrshire and Arran
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1317,2371,1.800303721,NA,1282,10343,8.067862715,NA,2019,Q3,NHS Ayrshire and Arran
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1293,2242,1.733952049,NA,1290,9432,7.311627907,NA,2019,Q4,NHS Ayrshire and Arran
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1191,2604,2.186397985,NA,1211,9788,8.082576383,NA,2020,Q1,NHS Ayrshire and Arran
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,991,2132,2.15136226,NA,959,6325,6.595411887,NA,2020,Q2,NHS Ayrshire and Arran
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1332,2459,1.846096096,NA,1309,8302,6.342245989,NA,2020,Q3,NHS Ayrshire and Arran
