Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2021Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,541,1612,2.979667283,NA,542,4356,8,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,527,1894,3.593927894,NA,519,4590,8,NA,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,447,1502,3.360178971,NA,452,4256,9,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,548,1711,3.122262774,NA,535,4715,8,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,535,2067,3.863551402,NA,533,5934,11,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Emergency Inpatients,NA,4,NA,519,2091,4.028901734,NA,523,4792,9,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,147,346,2.353741497,NA,143,970,6,NA,2017,Q4,NHS Borders
2018Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,133,450,3.383458647,NA,136,1318,9,NA,2018,Q1,NHS Borders
2018Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,146,387,2.650684932,NA,142,894,6,NA,2018,Q2,NHS Borders
2018Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,141,285,2.021276596,NA,142,923,6,NA,2018,Q3,NHS Borders
2018Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,147,410,2.789115646,NA,143,798,5,NA,2018,Q4,NHS Borders
2019Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,132,346,2.621212121,NA,129,867,6,NA,2019,Q1,NHS Borders
2019Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,163,393,2.411042945,NA,171,1196,6,NA,2019,Q2,NHS Borders
2019Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,150,327,2.18,NA,142,737,5,NA,2019,Q3,NHS Borders
2019Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,158,410,2.594936709,NA,160,934,5,NA,2019,Q4,NHS Borders
2020Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,132,328,2.484848485,NA,130,1003,7,NA,2020,Q1,NHS Borders
2020Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,119,222,1.865546218,NA,122,732,6,NA,2020,Q2,NHS Borders
2020Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,144,302,2.097222222,NA,145,774,5,NA,2020,Q3,NHS Borders
2020Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,144,461,3.201388889,NA,134,753,5,NA,2020,Q4,NHS Borders
2021Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,118,398,3.372881356,NA,125,1294,10,NA,2021,Q1,NHS Borders
2021Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,142,334,2.352112676,NA,138,702,5,NA,2021,Q2,NHS Borders
2021Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,147,497,3.380952381,NA,145,982,6,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,115,350,3.043478261,NA,114,1149,10,NA,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,136,467,3.433823529,NA,132,1013,7,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,113,476,4.212389381,NA,115,1304,11,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,121,314,2.595041322,NA,121,1504,12,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Emergency Inpatients,NA,5,NA,120,456,3.8,NA,118,1021,8,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,118,355,3.008474576,NA,111,521,4,NA,2017,Q4,NHS Borders
2018Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,78,204,2.615384615,NA,79,559,7,NA,2018,Q1,NHS Borders
2018Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,99,255,2.575757576,NA,102,782,7,NA,2018,Q2,NHS Borders
2018Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,136,277,2.036764706,NA,135,486,3,NA,2018,Q3,NHS Borders
2018Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,100,237,2.37,NA,100,531,5,NA,2018,Q4,NHS Borders
2019Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,76,174,2.289473684,NA,79,439,5,NA,2019,Q1,NHS Borders
2019Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,105,260,2.476190476,NA,103,499,4,NA,2019,Q2,NHS Borders
2019Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,117,300,2.564102564,NA,118,476,4,NA,2019,Q3,NHS Borders
2019Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,96,241,2.510416667,NA,94,584,6,NA,2019,Q4,NHS Borders
2020Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,79,207,2.620253165,NA,79,418,5,NA,2020,Q1,NHS Borders
2020Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,41,87,2.12195122,NA,43,278,6,NA,2020,Q2,NHS Borders
2020Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,81,194,2.395061728,NA,80,381,4,NA,2020,Q3,NHS Borders
2020Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,58,171,2.948275862,NA,61,325,5,NA,2020,Q4,NHS Borders
2021Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,44,132,3,NA,43,191,4,NA,2021,Q1,NHS Borders
2021Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,77,239,3.103896104,NA,74,510,6,NA,2021,Q2,NHS Borders
2021Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,86,190,2.209302326,NA,85,494,5,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,56,170,3.035714286,NA,54,414,7,NA,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,51,191,3.745098039,NA,55,607,11,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,66,184,2.787878788,NA,65,428,6,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,75,208,2.773333333,NA,76,356,4,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Emergency Inpatients,NA,NA,:,41,110,2.682926829,NA,39,363,9,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,367,509,1.386920981,NA,359,2232,6,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,387,678,1.751937984,NA,393,2863,7,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,379,593,1.564643799,NA,372,2192,5,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,377,496,1.315649867,NA,379,2665,7,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,394,538,1.365482234,NA,379,2189,5,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,383,457,1.193211488,NA,377,2683,7,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,418,570,1.363636364,NA,422,3036,7,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,408,616,1.509803922,NA,405,3052,7,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,393,552,1.404580153,NA,386,2322,6,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,339,459,1.353982301,NA,354,3876,10,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,312,364,1.166666667,NA,297,1518,5,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,349,554,1.58739255,NA,347,2587,7,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,356,376,1.056179775,NA,360,2315,6,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,323,403,1.247678019,NA,322,2258,7,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,405,567,1.4,NA,389,2391,6,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,424,692,1.632075472,NA,431,2994,6,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,303,660,2.178217822,NA,309,2880,9,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,334,774,2.317365269,NA,322,2231,6,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,346,572,1.653179191,NA,346,3050,8,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,337,716,2.12462908,NA,337,3433,10,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,1,NA,294,636,2.163265306,NA,287,2315,8,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,877,1427,1.62713797,NA,870,8670,9,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,931,1485,1.595059076,NA,923,7871,8,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,859,1344,1.564610012,NA,837,7518,8,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,869,1439,1.655926352,NA,860,8027,9,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,933,1428,1.530546624,NA,925,7351,7,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,909,1363,1.499449945,NA,912,8240,9,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,929,1551,1.669537137,NA,906,7787,8,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,945,1537,1.626455026,NA,939,7948,8,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,906,1517,1.674392936,NA,908,8338,9,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,859,1413,1.644935972,NA,889,9179,10,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,694,1179,1.698847262,NA,665,4654,6,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,813,1490,1.832718327,NA,798,7154,8,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,865,1396,1.613872832,NA,864,6565,7,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,883,1386,1.569648924,NA,873,6894,7,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,938,1340,1.428571429,NA,936,7415,7,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,856,1600,1.869158879,NA,852,6620,7,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,812,1770,2.179802956,NA,790,6712,8,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,826,1518,1.837772397,NA,835,7110,8,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,859,1890,2.200232829,NA,845,7504,8,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,730,1757,2.406849315,NA,724,6288,8,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,2,NA,772,1692,2.191709845,NA,769,8305,10,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1399,2433,1.739099357,NA,1355,12154,8,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1463,2393,1.635680109,NA,1467,13678,9,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1345,2119,1.575464684,NA,1346,11807,8,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1350,2086,1.545185185,NA,1330,11256,8,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1313,2178,1.658796649,NA,1292,12117,9,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1366,2478,1.814055637,NA,1341,12816,9,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1451,2319,1.598208132,NA,1458,13712,9,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1298,2336,1.799691834,NA,1294,12445,9,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1442,2743,1.90221914,NA,1445,13511,9,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1343,2398,1.785554728,NA,1374,14967,10,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1053,1751,1.662867996,NA,1029,8583,8,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1350,2317,1.716296296,NA,1350,10479,7,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1321,2141,1.620741862,NA,1319,11259,8,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1258,2262,1.79809221,NA,1239,11035,8,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1379,2170,1.573604061,NA,1373,10705,7,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1279,2595,2.028928851,NA,1254,10273,8,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1317,2844,2.159453303,NA,1331,12788,9,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1276,2784,2.181818182,NA,1273,11693,9,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1309,2899,2.214667685,NA,1303,11543,8,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1300,3266,2.512307692,NA,1292,12522,9,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,3,NA,1274,3228,2.533751962,NA,1263,11931,9,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,510,901,1.766666667,NA,511,4253,8,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,504,768,1.523809524,NA,503,4893,9,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,543,834,1.535911602,NA,538,4396,8,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,550,812,1.476363636,NA,539,4914,9,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,546,963,1.763736264,NA,546,5338,9,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,556,910,1.636690647,NA,557,4881,8,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,556,1019,1.832733813,NA,546,5217,9,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,533,940,1.763602251,NA,540,5582,10,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,609,958,1.573070608,NA,588,5032,8,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,498,1179,2.36746988,NA,520,5998,11,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,427,759,1.777517564,NA,424,3608,8,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,509,924,1.815324165,NA,499,3811,7,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,493,802,1.626774848,NA,490,3440,7,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,488,840,1.721311475,NA,493,4657,9,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,562,783,1.393238434,NA,542,4057,7,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,516,1046,2.027131783,NA,519,5011,9,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,519,1229,2.368015414,NA,517,5571,10,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,529,1465,2.769376181,NA,522,4971,9,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,546,1151,2.108058608,NA,541,5121,9,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,495,1257,2.539393939,NA,503,6167,12,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,4,NA,506,1109,2.191699605,NA,504,4479,8,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,244,305,1.25,NA,238,1547,6,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,249,386,1.550200803,NA,244,1982,8,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,266,430,1.616541353,NA,265,2081,7,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,260,452,1.738461538,NA,259,2041,7,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,262,445,1.698473282,NA,259,2230,8,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,241,386,1.601659751,NA,240,2034,8,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,243,301,1.238683128,NA,244,1768,7,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,231,367,1.588744589,NA,223,1792,8,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,260,510,1.961538462,NA,259,1982,7,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,244,487,1.995901639,NA,255,3265,12,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,186,296,1.591397849,NA,181,1535,8,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,228,294,1.289473684,NA,228,1566,6,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,216,303,1.402777778,NA,211,1245,5,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,219,345,1.575342466,NA,222,1806,8,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,276,328,1.188405797,NA,270,1354,5,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,256,374,1.4609375,NA,258,2522,9,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,275,714,2.596363636,NA,270,2195,8,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,268,515,1.921641791,NA,270,2224,8,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,248,616,2.483870968,NA,248,1921,7,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,264,843,3.193181818,NA,255,2509,9,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,5,NA,280,823,2.939285714,NA,275,2473,8,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,59,80,1.355932203,NA,58,223,3,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,40,86,2.15,NA,45,192,4,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,84,122,1.452380952,NA,80,285,3,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,106,183,1.726415094,NA,105,354,3,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,49,92,1.87755102,NA,50,278,5,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,47,73,1.553191489,NA,43,447,10,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,82,135,1.646341463,NA,87,647,7,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,79,90,1.139240506,NA,78,295,3,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,66,107,1.621212121,NA,65,240,3,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,39,98,2.512820513,NA,40,195,4,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,NA,:,14,9,0.642857143,NA,15,50,3,NA,2020,Q2,NHS Dumfries and Galloway
